"","alien_7_gut","alien_392_gut","bugkiller_392_gut","bugkiller_600_gut","bugkiller_7_gut","scavenger_7_gut","scavenger_7_gut","bugkiller_392_gut","tigress_0_gut","halbarad_0_gut","halbarad_392_gut","bugkiller_0_gut","alien_7_gut","alien_2_gut","halbarad_7_gut","alien_392_gut","alien_7_gut","alien_378_gut","daisy_2_gut","peacemaker_7_gut","bugkiller_392_gut","alien_773_gut","alien_7_gut","peacemaker_392_gut","tigress_60_gut","daisy_0_gut","bugkiller_7_gut","bugkiller_7_gut","halbarad_7_gut","alien_392_gut","peacemaker_0_gut","scavenger_2_gut","alien_392_gut","scavenger_7_gut","alien_632_gut","alien_630_gut","alien_392_gut","bugkiller_392_gut","peacemaker_392_gut","peacemaker_392_gut","bugkiller_7_gut","alien_7_gut","bugkiller_7_gut","peacemaker_392_gut","peacemaker_392_gut","alien_376_gut","peacemaker_392_gut","alien_60_gut","alien_632_gut","scavenger_7_gut","bugkiller_7_gut","alien_376_gut","bugkiller_600_gut","peacemaker_392_gut","peacemaker_600_gut","alien_380_gut","bugkiller_392_gut","bugkiller_392_gut","alien_632_gut","halbarad_7_gut","bugkiller_392_gut","alien_7_gut","halbarad_392_gut","alien_377_gut","peacemaker_7_gut","bugkiller_773_gut","bugkiller_392_gut","bugkiller_392_gut","scavenger_0_gut","alien_392_gut","alien_60_gut","peacemaker_7_gut","peacemaker_392_gut","alien_7_gut","alien_637_gut","alien_630_gut","alien_392_gut","bugkiller_392_gut","bugkiller_392_gut","peacemaker_392_gut","scavenger_7_gut","alien_7_gut","alien_773_gut","halbarad_7_gut","alien_630_gut","bugkiller_2_gut","bugkiller_392_gut","peacemaker_2_gut","halbarad_7_gut","peacemaker_392_gut","scavenger_7_gut","daisy_60_gut","alien_378_gut","daisy_60_gut","tigress_2_gut","scavenger_7_gut","bugkiller_773_gut","alien_600_gut","scavenger_7_gut","peacemaker_392_gut","scavenger_0_gut","alien_632_gut","daisy_7_gut","peacemaker_0_gut","scavenger_7_gut","alien_392_gut","tigress_7_gut","bugkiller_392_gut","daisy_2_gut","scavenger_7_gut","halbarad_2_gut","alien_0_gut","alien_2_gut","bugkiller_7_gut","bugkiller_773_gut","alien_632_gut","bugkiller_392_gut","alien_7_gut","tigress_0_gut","bugkiller_7_gut","bugkiller_7_gut","daisy_7_gut","alien_392_gut","bugkiller_7_gut","alien_376_gut","alien_378_gut","alien_377_gut","scavenger_7_gut","alien_392_gut","scavenger_7_gut","peacemaker_7_gut","daisy_2_gut","alien_380_gut","alien_392_gut","peacemaker_392_gut","peacemaker_392_gut","alien_7_gut","halbarad_7_gut","alien_632_gut","halbarad_0_gut","alien_392_gut","alien_392_gut","alien_392_gut","alien_392_gut","tigress_2_gut","tigress_60_gut","alien_7_gut","bugkiller_2_gut","bugkiller_600_gut","bugkiller_600_gut","alien_377_gut","alien_600_gut","peacemaker_392_gut","peacemaker_7_gut","alien_376_gut","bugkiller_7_gut","alien_376_gut","bugkiller_392_gut","alien_0_gut","scavenger_7_gut","alien_60_gut","peacemaker_600_gut","daisy_60_gut","peacemaker_7_gut","halbarad_7_gut","alien_7_gut","tigress_0_gut","alien_392_gut","tigress_7_gut","peacemaker_392_gut","alien_632_gut","alien_0_gut","halbarad_392_gut","alien_7_gut","tigress_2_gut","scavenger_7_gut","scavenger_7_gut","peacemaker_392_gut","tigress_0_gut","peacemaker_7_gut","daisy_60_gut","alien_392_gut","alien_380_gut","daisy_2_gut","peacemaker_392_gut","alien_378_gut","bugkiller_392_gut","halbarad_392_gut","bugkiller_7_gut","peacemaker_7_gut","halbarad_392_gut","daisy_0_gut","alien_637_gut","scavenger_392_gut","tigress_60_gut","bugkiller_2_gut","alien_376_gut","bugkiller_392_gut","daisy_60_gut","alien_380_gut","scavenger_392_gut","peacemaker_0_gut","halbarad_7_gut","alien_2_gut","peacemaker_773_gut","bugkiller_0_gut","alien_392_gut","alien_380_gut","bugkiller_392_gut","bugkiller_7_gut","halbarad_7_gut","alien_392_gut","alien_392_gut","scavenger_2_gut","tigress_0_gut","halbarad_7_gut","alien_7_gut","alien_392_gut","alien_376_gut","alien_7_gut","daisy_7_gut","alien_392_gut","alien_392_gut","peacemaker_392_gut","halbarad_7_gut","daisy_60_gut","bugkiller_392_gut","tigress_2_gut","alien_392_gut","peacemaker_7_gut","alien_60_gut","bugkiller_392_gut","bugkiller_600_gut","scavenger_7_gut","bugkiller_2_gut","bugkiller_7_gut","tigress_0_gut","peacemaker_392_gut","peacemaker_2_gut","alien_392_gut","alien_376_gut","halbarad_7_gut","bugkiller_392_gut","peacemaker_2_gut","bugkiller_392_gut","scavenger_392_gut","alien_392_gut","alien_600_gut","tigress_60_gut","scavenger_0_gut","peacemaker_600_gut","bugkiller_392_gut","alien_392_gut","bugkiller_60_gut","tigress_0_gut","daisy_2_gut","scavenger_392_gut","alien_392_gut","alien_7_gut","bugkiller_600_gut","bugkiller_600_gut","bugkiller_60_gut","bugkiller_392_gut","halbarad_7_gut","peacemaker_392_gut","alien_392_gut","daisy_7_gut","peacemaker_392_gut","daisy_0_gut","bugkiller_60_gut","bugkiller_7_gut","alien_380_gut","alien_378_gut","peacemaker_392_gut","bugkiller_7_gut","alien_392_gut","tigress_60_gut","bugkiller_392_gut","peacemaker_7_gut","bugkiller_392_gut","halbarad_392_gut","bugkiller_392_gut","alien_7_gut","peacemaker_60_gut","alien_7_gut","peacemaker_392_gut","peacemaker_773_gut","alien_7_gut","peacemaker_7_gut","bugkiller_392_gut","bugkiller_392_gut","alien_392_gut","daisy_0_gut","peacemaker_392_gut","halbarad_7_gut","alien_773_gut","bugkiller_0_gut","halbarad_392_gut","bugkiller_392_gut","peacemaker_60_gut","alien_7_gut","bugkiller_7_gut","alien_392_gut","bugkiller_7_gut","alien_637_gut","halbarad_392_gut","daisy_60_gut","peacemaker_7_gut","alien_7_gut","bugkiller_392_gut","bugkiller_600_gut","scavenger_7_gut","daisy_2_gut","alien_632_gut","tigress_7_gut","peacemaker_7_gut","alien_392_gut","alien_377_gut","scavenger_0_gut","peacemaker_60_gut","alien_392_gut","bugkiller_7_gut","peacemaker_773_gut","alien_378_gut","bugkiller_392_gut","alien_600_gut","alien_7_gut","halbarad_0_gut","alien_378_gut","bugkiller_392_gut","alien_392_gut","alien_7_gut","peacemaker_392_gut","bugkiller_773_gut","bugkiller_392_gut","bugkiller_392_gut","bugkiller_60_gut","alien_392_gut","scavenger_7_gut","peacemaker_392_gut","bugkiller_392_gut","tigress_0_gut","alien_392_gut","alien_378_gut","peacemaker_7_gut","alien_392_gut","alien_2_gut","tigress_7_gut","peacemaker_392_gut","scavenger_7_gut","alien_0_gut","bugkiller_7_gut","alien_392_gut","alien_392_gut","peacemaker_7_gut","alien_380_gut","peacemaker_392_gut","alien_773_gut","alien_392_gut","alien_637_gut","daisy_2_gut","alien_392_gut","peacemaker_773_gut","bugkiller_392_gut","peacemaker_2_gut","alien_392_gut","scavenger_7_gut","peacemaker_392_gut","peacemaker_392_gut","bugkiller_392_gut","alien_392_gut","bugkiller_773_gut","bugkiller_7_gut","daisy_2_gut","bugkiller_392_gut","bugkiller_392_gut","bugkiller_7_gut","alien_380_gut","peacemaker_392_gut","bugkiller_392_gut","alien_392_gut","bugkiller_0_gut","peacemaker_392_gut"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._AT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Hungatella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_eligens",1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Hungateiclostridiaceae;g__Fastidiosipila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Hungateiclostridiaceae;g__Ruminiclostridium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Hungateiclostridiaceae;g__Saccharofermentans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae",2,2,6,2,2,9,4,0,2,4,0,3,4,2,2,5,5,0,2,6,1,2,9,3,3,8,2,0,3,1,5,0,0,6,8,8,1,7,2,5,0,1,0,1,7,0,1,3,4,1,3,0,2,4,8,0,2,0,0,2,2,3,3,0,3,6,2,2,6,0,6,1,2,1,10,7,1,1,0,3,0,1,3,6,9,4,5,8,3,2,4,6,0,3,1,4,5,4,4,3,8,0,1,6,1,0,6,1,2,6,4,5,4,2,4,0,1,3,3,0,2,4,0,0,0,0,0,1,0,3,4,3,0,1,1,5,7,1,4,5,0,0,1,2,2,0,0,3,4,3,0,3,4,7,0,2,0,5,2,5,7,3,3,3,5,6,3,0,6,6,0,6,0,2,2,6,3,5,5,5,4,0,5,5,3,0,2,3,4,5,3,8,10,6,6,0,0,1,7,1,6,6,3,4,8,5,1,0,0,2,2,0,0,1,1,3,4,0,0,3,6,0,0,2,2,2,3,4,0,4,0,0,0,1,1,3,0,1,10,0,0,0,2,1,0,5,0,5,1,2,6,2,0,3,3,3,7,0,3,1,1,1,1,4,6,0,6,3,9,6,5,2,0,3,0,0,3,4,5,0,1,4,4,8,7,4,5,5,4,4,2,1,9,1,3,1,5,1,3,4,1,4,0,4,9,3,4,5,1,1,4,2,2,8,4,4,0,0,9,4,0,3,5,0,0,5,1,5,0,3,0,1,4,1,0,1,4,0,0,4,6,3,0,0,1,1,4,5,5,4,3,1,0,2,4,2,5,2,1,9,2,1,6,1,2,0,8,4,1,3,0,5,1,3,6,4,0,4,4,1,0,2,6
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_TF01-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Agathobacter",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes",0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0
